ImageNumber,Intensity_MeanIntensity_FullStackFiltered_c1,Intensity_MeanIntensity_FullStackFiltered_c10,Intensity_MeanIntensity_FullStackFiltered_c11,Intensity_MeanIntensity_FullStackFiltered_c12,Intensity_MeanIntensity_FullStackFiltered_c2,Intensity_MeanIntensity_FullStackFiltered_c3,Intensity_MeanIntensity_FullStackFiltered_c4,Intensity_MeanIntensity_FullStackFiltered_c5,Intensity_MeanIntensity_FullStackFiltered_c6,Intensity_MeanIntensity_FullStackFiltered_c7,Intensity_MeanIntensity_FullStackFiltered_c8,Intensity_MeanIntensity_FullStackFiltered_c9,Intensity_TotalArea_FullStackFiltered_c1,Intensity_TotalArea_FullStackFiltered_c10,Intensity_TotalArea_FullStackFiltered_c11,Intensity_TotalArea_FullStackFiltered_c12,Intensity_TotalArea_FullStackFiltered_c2,Intensity_TotalArea_FullStackFiltered_c3,Intensity_TotalArea_FullStackFiltered_c4,Intensity_TotalArea_FullStackFiltered_c5,Intensity_TotalArea_FullStackFiltered_c6,Intensity_TotalArea_FullStackFiltered_c7,Intensity_TotalArea_FullStackFiltered_c8,Intensity_TotalArea_FullStackFiltered_c9,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c1,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c10,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c11,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c12,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c13,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c14,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c15,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c16,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c17,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c18,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c19,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c2,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c20,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c3,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c4,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c5,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c6,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c7,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c8,Mean_cell_Intensity_MeanIntensity_FullStackFiltered_c9,Mean_cell_Location_Center_X,Mean_cell_Location_Center_Y,Mean_cell_Location_Center_Z,Mean_cell_Neighbors_NumberOfNeighbors_8,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c1,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c10,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c11,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c12,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c13,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c14,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c15,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c16,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c17,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c18,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c19,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c2,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c20,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c3,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c4,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c5,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c6,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c7,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c8,Median_cell_Intensity_MeanIntensity_FullStackFiltered_c9,Median_cell_Location_Center_X,Median_cell_Location_Center_Y,Median_cell_Location_Center_Z,Median_cell_Neighbors_NumberOfNeighbors_8,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c1,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c10,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c11,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c12,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c13,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c14,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c15,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c16,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c17,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c18,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c19,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c2,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c20,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c3,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c4,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c5,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c6,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c7,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c8,StDev_cell_Intensity_MeanIntensity_FullStackFiltered_c9,StDev_cell_Location_Center_X,StDev_cell_Location_Center_Y,StDev_cell_Location_Center_Z,StDev_cell_Neighbors_NumberOfNeighbors_8
1,5.697738072246505e-05,0.00020393166466807147,4.5995695558923646e-05,5.24516192045496e-05,0.00031579513148492295,0.00017889021712391785,1.3733431304985149e-05,0.000158611232951536,2.4740078656872696e-05,6.0063328121504126e-05,7.116714463047226e-06,7.083990920851065e-05,342200,342200,342200,342200,342200,342200,342200,342200,342200,342200,342200,342200,6.1102055443675e-05,0.00017783571002852994,4.6249676978379785e-05,5.145843490000755e-05,0.00010230065027713775,0.00025315735230944394,4.8372746127637875e-05,4.24241410131833e-05,8.149236581120121e-06,0.0002165423949786229,0.00026779695893980256,0.000356127979613321,0.0018457312016793043,0.00021125957022524074,1.3493183171313621e-05,0.00017849842372544576,2.5526359525660744e-05,5.791117250322538e-05,7.201831839839499e-06,6.993518295256412e-05,289.85017009400934,288.8814194798538,0.0,6.45011424219345,5.060239672546455e-05,0.00016219706446491262,2.887307562647304e-05,4.1094822770684764e-05,6.630573463545572e-05,0.000248279225104,2.9826446326800722e-05,3.341826018059171e-05,7.815596579415042e-06,0.0002010992766128317,0.0002538356535929303,0.00034736511887246914,0.0018135534123955395,0.00020551128122447566,9.536888683214784e-06,0.00016517891199328006,1.8954449726991492e-05,5.2530116799748774e-05,5.868854574286021e-06,5.589019987098663e-05,290.2572944297082,284.97235405790224,0.0,6.0,3.589731064943649e-05,8.99115990988049e-05,5.2646430248233115e-05,3.83426898711049e-05,0.00010618529705227948,7.15178353135175e-05,3.930923870383072e-05,2.4234575905538307e-05,3.188316831200892e-06,8.087669567491053e-05,0.00010279063662559004,0.00011509246034089996,0.0005699973523725086,6.754658491932179e-05,1.2257832864490636e-05,7.425959156017473e-05,2.5075249753634027e-05,2.719772127046583e-05,5.361152078372678e-06,4.4387056265735046e-05,163.3236843786155,165.49448031262725,0.0,1.7353417179442872
