AcSession,AblationDistanceBetweenShotsX,AblationDistanceBetweenShotsY,AblationFrequency,AblationPower,AcquisitionROIID,AfterAblationImageEndOffset,AfterAblationImageStartOffset,BeforeAblationImageEndOffset,BeforeAblationImageStartOffset,DataEndOffset,DataStartOffset,Description,DualCountStart,EndTimeStamp,AcquisitionID,MaxX,MaxY,MovementType,OrderNumber,PlumeEnd,PlumeStart,ROIEndXPosUm,ROIEndYPosUm,ROIStartXPosUm,ROIStartYPosUm,SegmentDataFormat,SignalType,StartTimeStamp,Template,ValueBytes
2018-12-14-s0219_p0021_c0054 - DLBCL_ID-1006579,1,1,200,5,1,108653495,102400895,28485695,20519861,102400895,28485695,R-D02_x30840_580-y17370_590-p0021-200Hz-p06dB-s0219 foothill,1,2018-12-18T18:10:02.7074452+00:00,1,580,590,XRaster,0,2074,1690,30839.473051195302,16780.582274334785,30839.473051195302,17370.582274334785,Float,Dual,2018-12-18T17:24:47.919695+00:00,c0054 Benedetta AR final 2018-12,4
