ImageNumber,ObjectNumber,Intensity_MeanIntensity_FullStackFiltered_c1,Intensity_MeanIntensity_FullStackFiltered_c10,Intensity_MeanIntensity_FullStackFiltered_c11,Intensity_MeanIntensity_FullStackFiltered_c12,Intensity_MeanIntensity_FullStackFiltered_c13,Intensity_MeanIntensity_FullStackFiltered_c14,Intensity_MeanIntensity_FullStackFiltered_c15,Intensity_MeanIntensity_FullStackFiltered_c16,Intensity_MeanIntensity_FullStackFiltered_c17,Intensity_MeanIntensity_FullStackFiltered_c18,Intensity_MeanIntensity_FullStackFiltered_c19,Intensity_MeanIntensity_FullStackFiltered_c2,Intensity_MeanIntensity_FullStackFiltered_c20,Intensity_MeanIntensity_FullStackFiltered_c3,Intensity_MeanIntensity_FullStackFiltered_c4,Intensity_MeanIntensity_FullStackFiltered_c5,Intensity_MeanIntensity_FullStackFiltered_c6,Intensity_MeanIntensity_FullStackFiltered_c7,Intensity_MeanIntensity_FullStackFiltered_c8,Intensity_MeanIntensity_FullStackFiltered_c9,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_NumberOfNeighbors_8,Number_Object_Number
1,11,9.600467941102882e-05,0.0001503649449053531,3.2743317812370755e-05,4.895602857383589e-05,3.178962894404928e-05,0.0001678492408245802,1.3987436735381683e-05,7.852038349180172e-05,5.086340631047885e-06,0.00021775895826673755,0.00023969380223813155,0.00022220950631890446,0.0021073345269542187,0.00017071030742954463,1.3351644156500697e-05,0.00014019226364325732,3.306121410181125e-05,6.485084304586053e-05,8.265303525452813e-06,0.00013733119703829288,52.3125,7.041666666666667,0,5.0,11
1,12,0.00012686786774013725,0.00014430674990372998,1.656693805541311e-05,3.96734569221735e-05,3.444179227309568e-05,0.0002628911486161607,1.8310826271772383e-05,2.3542490920850208e-05,1.1771245460425104e-05,0.00023978462974940027,0.00028076600283384324,0.0003104121025119509,0.0014587624929845334,0.0002149342226662806,1.0027357244065829e-05,0.00022932130045124464,1.569499394723347e-05,3.487776432718549e-05,6.975552865437099e-06,4.970081416623933e-05,163.22857142857143,5.085714285714285,0,2.0,12
1,13,5.815702683801921e-05,4.577706567943096e-05,0.00014827162782960344,6.621839689477435e-05,0.00012178426907169369,0.0003005739406875844,2.0729237288798925e-05,5.642959039728596e-05,8.63718220366622e-06,0.00021852070975275534,0.0003310919844738717,0.00027782936088459673,0.0017619851695479087,0.0002182328036792998,6.6218396894774345e-06,0.00019865519068432304,7.255233051079624e-05,5.2686811442363934e-05,9.212994350577301e-06,4.8944032487441906e-05,427.5660377358491,9.056603773584905,0,3.0,13
1,14,7.272179421226058e-05,0.00014302918622623894,4.1624293898385534e-05,6.074635930878075e-05,0.00013269554481759103,0.00025457456778687766,6.11326636605059e-05,7.175603333294768e-05,8.498695737953427e-06,0.00022357364356093392,0.0002880864702990349,0.0003607116884233642,0.0016604326856970975,0.00021198451300917924,1.5065869717281075e-05,0.0001807904366073729,2.858652202766153e-05,9.928021839336504e-05,8.30554356209085e-06,0.00012931538173999591,552.006329113924,9.99367088607595,0,6.0,14
1,15,0.00011275614072617731,0.00018407199041623818,4.3688988999316564e-05,5.557496394766004e-05,4.208277616845934e-05,0.00022503041760309745,2.2486979632001175e-05,7.982877769360417e-05,1.076162596674342e-05,0.0001765227901112092,0.0002828540795139576,0.00031080218277087336,0.002284516521582478,0.00021137760854081104,7.22795773885752e-06,0.00016399433003052284,2.1844494499658282e-05,8.304120335531862e-05,6.424851323428907e-06,0.00015178711251600792,19.8,7.831578947368421,0,4.0,15
1,16,0.00012309703482453948,0.00042463352716069167,3.7692061542019023e-05,5.6708902259593576e-05,0.00021351243320630114,0.0003561956752369653,8.586046647336056e-05,6.34274268244852e-05,1.4120288916043381e-05,0.00027659824013765626,0.0003803368143514911,0.0005576375388860036,0.002805838090325914,0.0002989174064888216,1.2753809343523054e-05,0.00024869928219869953,3.074579038170736e-05,9.56535700764229e-05,7.629510946571827e-06,6.923496500769658e-05,255.91044776119404,10.902985074626866,0,5.0,16
1,17,0.00014298268662834608,0.0001637990066183754,9.598113153773694e-05,8.590264176880871e-05,3.7394022787518706e-05,0.0002608162445809554,3.2967022608643695e-05,8.599683326197627e-05,8.759808864582468e-06,0.00021871264713505903,0.0003498272056242934,0.00037403441936835464,0.002179214400296778,0.00023302975409652716,1.4788064427305887e-05,0.00022436413672511225,5.896387472288844e-05,9.447406764705608e-05,1.2998426057122372e-05,0.00013403449477742853,308.4938271604938,8.648148148148149,0,8.0,17
1,18,9.390167318857633e-05,0.00012970168609172106,1.701967826542946e-05,2.4649189212001285e-05,2.8757387414001503e-05,0.0003486099617125896,2.3475418297144082e-05,2.1127876467429676e-05,6.455740031714623e-06,0.0002811181341083004,0.0003175050324688737,0.0003709116090948765,0.0018733383801120978,0.00025060009032201307,5.868854574286021e-06,0.00021538696287629695,1.115082369114344e-05,1.8780334637715267e-05,5.868854574286021e-06,3.4626241988287525e-05,402.7307692307692,6.346153846153846,0,2.0,18
1,19,7.030049372198326e-05,0.00015477007920188562,3.26979040567364e-05,2.8883148583450486e-05,6.103608757257462e-05,0.0004152633815205523,0.00015586000933711017,5.122671635555369e-05,1.1989231487470014e-05,0.00034223806246050766,0.0004452364602392273,0.00048556387524253556,0.003113385439584298,0.0003891050582751632,9.80937121702092e-06,0.0002539537215073194,1.7438882163592746e-05,3.705762459763459e-05,5.994615743735007e-06,3.978244993569595e-05,444.10714285714283,7.571428571428571,0,3.0,19
1,20,6.527470476511453e-05,0.0004052118036068148,0.00016835787488768498,3.984300160987509e-05,6.20533556987842e-05,0.000290090960657431,2.3905800965925057e-05,8.39246204122901e-05,9.664047198990982e-06,0.0002416011799747745,0.0003216262725699279,0.00037333740231891473,0.003259327115180592,0.0002338021243405011,5.25588531874948e-06,0.00016835787488768498,2.2379898776610693e-05,9.901409761773216e-05,6.273153444959058e-06,7.00219560207592e-05,453.76666666666665,9.477777777777778,0,6.0,20
1,21,8.551410185949256e-05,0.0002164873731089756,0.00014146384880101928,5.149919888935983e-05,0.0001144426641985774,0.00020790417329408228,1.716639962978661e-05,6.040029499369363e-05,8.901096104333798e-06,0.00017357137403450906,0.00020345362524191538,0.00028515297162812203,0.0020682332590998462,0.0001722997888767471,8.901096104333798e-06,0.0001586302484308059,3.2425421522930264e-05,4.5141273100549974e-05,8.901096104333798e-06,6.771190965082496e-05,7.6875,8.708333333333334,0,2.0,21
1,22,6.164644844830036e-05,8.142214082181453e-05,3.076218813657761e-05,7.006942853331565e-05,1.9165331497788428e-05,0.00029394979774951933,2.4536507204174995e-05,3.503471426665783e-05,1.0131990537047386e-05,0.0002694132905453444,0.00035071335919201375,0.000386114289984107,0.0007736934460699558,0.0002536659799516201,2.0019836723804473e-05,0.00023376821540296077,2.9053177684545518e-05,4.0039673447608945e-05,8.422980085015297e-06,8.215457387268543e-05,172.2,11.624,0,6.0,22
1,23,3.945547089512859e-05,9.940162833247866e-05,0.00010833905544131995,4.599505170647587e-05,6.495983605938298e-05,0.0001983672846108675,1.656693805541311e-05,6.735768235687699e-05,9.59138518997601e-06,0.0002626731625891158,0.00023738678345190626,0.00029733294088925635,0.0026688029490677372,0.00016239959014845745,7.847496973616735e-06,0.00012795779787536178,2.615832324538912e-05,8.981024314250266e-05,6.321594784302371e-06,0.00011313474803630795,513.4142857142857,8.957142857142857,0,5.0,23
1,24,3.758929783432949e-05,9.676452907847195e-05,3.5356270240210904e-05,3.572844150589733e-05,2.7912844926482295e-05,0.00023149052725695982,1.3770336830397931e-05,5.694220365002388e-05,1.1165137970592917e-05,0.00022106973181773977,0.00023707309624225627,0.0004030614807384043,0.002268756041303277,0.00019873945587655392,7.815596579415042e-06,0.00012691040159907283,1.7492049487262237e-05,6.996819794904895e-05,6.699082782355751e-06,9.043761756180263e-05,522.7317073170732,8.21951219512195,0,3.0,24
1,25,9.624921501829074e-05,0.00020188859735543912,3.169181470114451e-05,4.6950836594288165e-05,0.0003415673362234464,0.00020775745192972513,2.8170501956572898e-05,6.573117123200343e-05,5.868854574286021e-06,0.00017958694997315222,0.000275836164991443,0.00021010499375943953,0.0017054891392875176,0.00016198038625029416,7.0426254891432245e-06,0.00016432792808000857,1.4085250978286449e-05,8.333773495486149e-05,7.0426254891432245e-06,9.742298593314794e-05,537.0,6.846153846153846,0,3.0,25
1,26,5.4042369204883776e-05,0.00016912082598234215,0.00013372837242463397,4.641285825831195e-05,0.0003051804378628731,0.0003473546789286451,2.7762942611136372e-05,5.510202350301875e-05,1.144426641985774e-05,0.0003729983129435115,0.00033845358282431133,0.00048744097714208893,0.0017083746594532083,0.0002515619303772433,1.6106745331651633e-05,0.0001937048056990736,2.861066604964435e-05,6.082415671294762e-05,7.841441806198822e-06,8.667972158744103e-05,565.3472222222222,10.194444444444445,0,2.0,26
1,27,3.836554075990404e-05,0.0001188023847394756,6.452386400529317e-05,4.1199359111487864e-05,5.1662688409643514e-05,0.00019618742434041842,1.63489520283682e-05,6.866559851914644e-05,8.283469027706554e-06,0.00017918451423091548,0.00026398107875138523,0.00032588911043213945,0.002847551491244563,0.0001746068076629724,1.0899301352245467e-05,0.00015564202331006527,1.8746798325862204e-05,9.35160056022661e-05,7.4115249195269176e-06,0.00011705849652311631,40.24285714285714,9.385714285714286,0,4.0,27
1,28,5.5087655309145736e-05,0.0001994017945697247,2.3793729053715528e-05,3.025941629657301e-05,4.267353580285937e-05,0.00014690041415772194,9.569217119429072e-06,5.353589037085994e-05,5.431177284000284e-06,0.00015103845399315073,0.00019138434238858142,0.00017276316312915188,0.0022973880069172485,0.00012698609744972092,8.534707160571874e-06,0.00010965805563886287,1.293137448571496e-05,6.80190297948607e-05,1.2414119506286362e-05,8.482981662629015e-05,143.25423728813558,10.559322033898304,0,5.0,28
1,29,9.532955945613458e-05,0.00017540009701912552,2.155140205526475e-05,4.121509006189317e-05,4.593437518348399e-05,0.0002329753755025335,3.5394638411931156e-05,3.932737601325684e-05,7.550856194545313e-06,0.00018641176230283743,0.00027010041845904796,0.00032846224446272113,0.0016264229648045659,0.0002098508784067385,1.0697046275605861e-05,0.00017602933503533763,2.0607545030946584e-05,7.330622888871075e-05,4.719285121590821e-06,5.741796897935499e-05,157.04123711340208,12.1340206185567,0,7.0,29
1,30,5.5597228283929354e-05,0.00019277734589753765,3.0064805512233537e-05,3.338855285529453e-05,0.00023100044034273908,0.0002565328631144349,9.049657538606979e-05,2.794969356664927e-05,7.705050658914123e-06,0.0002143817036274341,0.0002856911920785609,0.00044583538224422694,0.002089277363963204,0.0002418781589200296,1.1482036276028887e-05,0.00017298594126385628,1.5561180742512834e-05,4.381303315853128e-05,6.7985741108065786e-06,3.172667918376403e-05,228.73267326732673,11.851485148514852,0,5.0,30
1,31,0.00017592754653271506,0.0004586682463174357,6.55240351882051e-05,9.424689992824021e-05,0.0003545478616348084,0.00037519242066670866,3.32108123556656e-05,3.5005991401917796e-05,8.975895231260973e-06,0.0002603009617065682,0.0006130536442951244,0.0004532827091786791,0.0006866559851914644,0.00030697561690912526,1.705420093939585e-05,0.0003841683158979696,6.82168037575834e-05,0.00014002396560767118,1.615661141626975e-05,0.0001337408389457885,286.11764705882354,7.764705882352941,0,3.0,31
1,32,3.574970843536513e-05,0.00021972991526126863,3.095401584037713e-05,3.880151281399386e-05,0.0001190203707665205,0.0002546076795884541,0.0001281757839024067,2.746623940765858e-05,1.0899301352245467e-05,0.00017526076574410712,0.0002546076795884541,0.0004324842776571001,0.0021733207228992668,0.00017613270985228675,7.4115249195269176e-06,0.0001447427219578198,1.2643189568604741e-05,6.53958081134728e-05,4.795692594988005e-06,4.054540103035314e-05,321.8857142857143,10.457142857142857,0,5.0,32
1,33,4.0228330445560544e-05,0.00016174563206732272,0.00014315736903385682,2.4969308552416887e-05,4.9938617104833774e-05,0.0001903216185217554,1.109747046774084e-05,6.103608757257462e-05,5.8261719955639405e-06,0.00015564202331006527,0.00022694327106530016,0.00020058677870441567,0.0033031621185893364,0.00015952613797377455,8.60053961249915e-06,0.00012207217514514923,2.302725122056224e-05,5.382273176854307e-05,4.993861710483378e-06,6.159096109596166e-05,363.3636363636364,9.145454545454545,0,4.0,33
1,34,0.00013270725101006752,0.0003181274867419041,2.635649236088449e-05,5.0863406310478844e-05,4.855143329636617e-05,0.0002367460366451379,2.219494093548168e-05,8.73925799334591e-05,1.017268126209577e-05,0.00022056222554634917,0.0002922333889838421,0.0002945453619979548,0.002896902229016026,0.00020160404683062524,1.5259021893143654e-05,0.00018819460334877172,1.9882967921369005e-05,7.999426628829855e-05,8.785497453628164e-06,8.276863390523376e-05,377.72727272727275,9.303030303030303,0,6.0,34
1,35,9.619818150025347e-05,0.00034034253179055196,2.7200865113864776e-05,3.084976165352956e-05,8.193431320883657e-05,0.00027598926554555476,4.1133015538039416e-05,2.1561661370746467e-05,9.619818150025347e-06,0.00021926551024712947,0.0003436597104629745,0.0003612407574268139,0.002100105817510706,0.00025907165431619984,6.96607521208732e-06,0.0002139580243712534,1.691761122935492e-05,4.3123322741492935e-05,3.6488965396647868e-06,3.284006885698308e-05,395.45652173913044,10.021739130434783,0,4.0,35
1,36,5.386897122882532e-05,0.0002674952777328365,2.1501349031247877e-05,3.4448397910278857e-05,3.051804378628731e-05,0.0003014812810402928,8.415581771370137e-05,2.473811125100562e-05,8.554300152216896e-06,0.00026957605344553787,0.0002899214159697294,0.00042262866697979695,0.001708779254730678,0.00023882681235783932,6.704721740926757e-06,0.0001747851598669182,1.6646205701611258e-05,6.0111298366929546e-05,4.623946028225349e-06,4.438988187096336e-05,464.8333333333333,9.257575757575758,0,4.0,36
1,37,7.765146696733103e-05,0.00021430448525481754,0.000493714130587048,0.00011393403013547262,5.323703193830119e-05,0.00034960114604069126,2.814441815846496e-05,9.901409761773216e-05,1.051177063749896e-05,0.00051304222498503,0.0004452243499043915,0.0007049668114632368,0.0013689038085026874,0.0002343107584036059,1.6954468770159616e-05,0.00023973618841005698,7.799055634273423e-05,0.0001414002695431312,1.3563575016127692e-05,0.00020345362524191538,497.0,8.866666666666667,0,4.0,37
1,38,8.665972811011773e-05,9.99034074890726e-05,2.706317090482082e-05,4.0882662430686774e-05,0.00031122646540543945,0.00028387538842716305,1.9001800848065682e-05,4.6352877826342045e-05,8.92508827712176e-06,0.00026573730579946403,0.00034606310029355983,0.00042005496117163377,0.00250507074952969,0.0002625703389914531,9.500900424032841e-06,0.00020844399718181143,2.0729237288798925e-05,5.614168432383043e-05,9.500900424032841e-06,6.247561793985232e-05,134.8490566037736,11.150943396226415,0,4.0,38
1,39,9.528411448829703e-05,0.0001981977399231659,3.10266778493921e-05,4.8320235994954906e-05,3.000940972318252e-05,0.00025380839748928943,0.00010647406387660238,2.4583979716731443e-05,7.799055634273422e-06,0.0002078617871221569,0.0002453311631042096,0.00029839865035480924,0.001100345023183359,0.00019616320367074676,1.0003136574394173e-05,0.00018192144990381267,2.594033721834421e-05,4.8659325370358094e-05,5.086340631047885e-06,3.8995278171367114e-05,410.3333333333333,14.044444444444444,0,6.0,39
1,40,0.00013339338493683646,0.00021805634511814964,2.510355214678472e-05,4.6269292192113014e-05,4.8730424755523285e-05,0.00037409214963836054,1.624347491850776e-05,5.808272849648229e-05,7.875624202912853e-06,0.0002436521237776164,0.00033717516118720654,0.0004326671046475249,0.0021072217007918705,0.00022642419583374454,1.8212380969235973e-05,0.00031404051509115004,2.067351353264624e-05,8.76163192574055e-05,1.2797889329733387e-05,0.00013437783796220056,30.29032258064516,11.483870967741936,0,3.0,40
1,41,9.222732350120649e-05,0.00013217005728031783,2.6254493551438345e-05,5.3855371387565834e-05,3.0293646405505785e-05,0.00032739577856024396,2.0644559031900237e-05,3.9269541636766755e-05,1.0097882135168594e-05,0.00032043945975601673,0.00038596349494422186,0.000475049255114487,0.0014677832676919505,0.00031303434619022645,3.904514425598523e-05,0.00024593952933655064,2.1542148555026334e-05,5.2733384483658214e-05,9.649087373605545e-06,0.00011780862491030027,115.08823529411765,11.779411764705882,0,4.0,41
1,42,0.00011751724323674815,0.0001412028891604338,2.0041700396964798e-05,3.3478749526748014e-05,6.650200586265592e-05,0.0002259246226566941,1.9813953801544745e-05,6.399679331303533e-05,7.971130839701909e-06,0.0001938123527024664,0.00023981716497731742,0.0002489270287941196,0.002632067410219739,0.00017217642613756123,7.743384244281855e-06,0.00014803528702303544,1.7308741251924144e-05,7.219567074815729e-05,3.871692122140927e-06,6.55910194809757e-05,124.65671641791045,12.835820895522389,0,4.0,42
1,43,4.665981901209216e-05,0.00022131887126005878,3.253576568951291e-05,5.145190853225298e-05,9.016694755039431e-05,0.00029471350548989023,2.4212662838707286e-05,3.5436240925399725e-05,8.827533326612032e-06,0.0003780706416168981,0.0003132513254757755,0.00039080751113100976,0.001312654205667209,0.00024300938171973406,2.332990950604608e-05,0.00021526570555038197,2.332990950604608e-05,6.090997995362302e-05,5.80095047177362e-06,8.285270565120149e-05,197.39669421487602,15.008264462809917,0,4.0,43
1,44,3.716941230381146e-05,0.0001639366711083895,2.1127876467429676e-05,4.890712145238351e-05,3.990821110514494e-05,0.00020853996587296328,7.238253974952758e-05,2.3866675268763152e-05,5.868854574286021e-06,0.00019249843003658147,0.00024688314909163193,0.00033452471073430317,0.001385832193474739,0.00015259021893143654,9.781424290476702e-06,0.00013889622492476916,1.604153583638179e-05,4.3429523849716555e-05,6.651368517524157e-06,3.9125697161906806e-05,211.64102564102564,11.025641025641026,0,4.0,44
1,45,4.6950836594288165e-05,0.00018780334637715266,1.995410555257247e-05,3.521312744571613e-05,4.812460750914537e-05,0.00023358041205658362,3.521312744571613e-05,1.995410555257247e-05,5.868854574286021e-06,0.00024179680846058406,0.000287573874140015,0.0003368722525640176,0.0016174563206732273,0.00021714761924858278,1.6432792808000857e-05,0.00014906890618686492,1.0563938233714838e-05,3.756066927543053e-05,4.695083659428817e-06,2.3475418297144082e-05,237.07692307692307,10.615384615384615,0,4.0,45
1,46,0.00019122476372471515,0.0005934785536312043,8.798287091578575e-05,0.00011785159462151375,0.00044413493510256423,0.00040939631079264143,4.382910543775305e-05,4.6751045800269915e-05,1.2337081530626784e-05,0.00028570083544609393,0.0005155601439640877,0.0007087328778381677,0.0013401966462744043,0.0004886133705285635,4.6751045800269915e-05,0.0004392650444060564,9.285277151998054e-05,0.00015875875969674993,1.5259021893143654e-05,0.00011687761450067479,246.4468085106383,13.808510638297872,0,6.0,46
1,47,6.510516007741292e-05,0.00022257826601465542,2.6245517656207085e-05,3.17387655377388e-05,5.0456499059995016e-05,0.00027608656945327917,0.00015421784793337185,3.214567278822263e-05,8.951959510644278e-06,0.0002181022862593333,0.00028381780721247195,0.0004366114797691504,0.002057933419321974,0.0002353958444048961,8.545052260160446e-06,0.00017680120033522446,1.9328094397981963e-05,4.516670480370521e-05,3.0518043786287307e-06,3.6011291667819025e-05,94.36,13.24,0,5.0,47
1,48,2.40931924628584e-05,0.00011243489816000587,1.445591547771504e-05,1.9274553970286722e-05,5.059570417200264e-05,0.00015419643176229378,7.308268380400382e-05,1.6865234724000882e-05,5.621744908000294e-06,0.00011082868532914865,0.00014616536760800764,0.00019595796536458167,0.0013098665635640685,8.834170569714747e-05,4.0155320771430665e-06,6.987025814228936e-05,9.637276985143361e-06,1.5259021893143654e-05,3.2124256617144534e-06,2.4896298878287015e-05,336.2631578947368,10.947368421052632,0,4.0,48
1,49,5.035477224737406e-05,0.00026448971281449,2.7974873470763367e-05,3.356984816491604e-05,3.000940972318252e-05,0.00027008468750864265,2.746623940765858e-05,2.695760534455379e-05,1.1189949388305346e-05,0.00023091986464957397,0.00029805956097940604,0.0004242008086293936,0.002675923805994292,0.0002334630349650979,7.120876883467039e-06,0.00020955723399917285,1.881946033487717e-05,3.560438441733519e-05,4.069072504838308e-06,3.2043945975601676e-05,372.0,13.1,0,7.0,49
1,50,0.00015564202331006527,0.00014343480579555036,3.7766079185530546e-05,6.599526968784631e-05,2.3270008387044073e-05,0.00023422598605975508,1.6021972987800838e-05,5.493247881531716e-05,9.536888683214784e-06,0.00028381780721247195,0.00027428091852925717,0.0002697032119613141,0.0012214847025461494,0.0001766231784131378,1.0681315325200558e-05,0.00016517891199328006,2.6703288313001394e-05,6.370641640387475e-05,9.155413135886192e-06,0.00013008316163904966,476.625,14.1,0,4.0,50
1,51,0.0001678492408245802,0.00018018632235520697,4.7725025921108875e-05,0.00010096927252697184,0.00026849385331127236,0.00028894743584889046,2.532348314181287e-05,5.0971626323905395e-05,9.739801208389567e-06,0.00025907871214316246,0.0003691384657979646,0.0003905660284564216,0.001489864924843324,0.00022596338803463793,1.8830282336219827e-05,0.0002594033721834421,4.317978535719374e-05,6.882792853928627e-05,1.2337081530626784e-05,0.00010713781329228523,540.2127659574468,15.148936170212766,0,7.0,51
1,52,5.199370422848949e-05,0.00010568285533399494,2.4301405237228783e-05,4.040815056888042e-05,7.912085426074487e-05,0.0002594033721834421,2.7692298991260707e-05,3.249606514280593e-05,1.2433277098117051e-05,0.00023481939246671068,0.00031252737432994226,0.0006055571095742009,0.0017426368150929058,0.00024131860549527186,6.781787508063846e-06,0.00018226053927921585,1.7802192208667595e-05,4.26687464049017e-05,4.238617192539904e-06,5.312400214650013e-05,47.629629629629626,15.277777777777779,0,6.0,52
1,53,5.4458922963460975e-05,0.00012786008000116925,3.788446814849459e-05,7.155955094715645e-05,3.183347670811004e-05,0.0003180716804967358,2.8413351111370942e-05,3.656903522667186e-05,1.2101982880769105e-05,0.0002914999354759167,0.00036858430469472863,0.00043435595078586506,0.0011412696029733994,0.0002620342380270876,3.39381693830264e-05,0.00023493631983753936,2.5256312098996393e-05,5.340657662600279e-05,1.236506946513365e-05,9.102795819013284e-05,64.60344827586206,14.46551724137931,0,7.0,53
